"Start_year","End_year","Region","Region_alt","Region_type","Strata_included","Strata_excluded","Trend","Trend_Q0.025","Trend_Q0.05","Trend_Q0.25","Trend_Q0.75","Trend_Q0.95","Trend_Q0.975","Percent_Change","Percent_Change_Q0.025","Percent_Change_Q0.05","Percent_Change_Q0.25","Percent_Change_Q0.75","Percent_Change_Q0.95","Percent_Change_Q0.975","prob_decrease_0_percent","prob_decrease_25_percent","prob_decrease_30_percent","prob_decrease_50_percent","prob_increase_0_percent","prob_increase_33_percent","prob_increase_100_percent","Relative_Abundance","Observed_Relative_Abundance","Number_of_strata","Width_of_95_percent_Credible_Interval","Number_of_Routes","Mean_Number_of_Routes","rolt","roltlci","roltlci2","roltuci","roltuci2","model","species"
1991,2001,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.6255583537255,-4.54361249495161,-4.36868572267668,-3.92164423484888,-3.32037114058195,-2.88091004564816,-2.70629149458889,-30.8776094571426,-37.1869405279655,-36.0263331378674,-32.9720986476205,-28.6572664194359,-25.3472099903756,-23.9940527520316,1,0.958333333333333,0.608,0,0,0,0,0.663593381714431,0.548258522840508,22,1.83732100036272,706,252.018867924528,-3.6255583537255,-4.54361249495161,-3.92164423484888,-2.70629149458889,-3.32037114058195,"gam","American Kestrel"
1992,2002,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.71727333368924,-4.63839611569487,-4.47827143744222,-4.02640830810607,-3.4162584504931,-2.94681554485869,-2.78324244354456,-31.5326045432548,-37.8078644366998,-36.7556507021038,-33.6993966548008,-29.3616973927619,-25.8522631697776,-24.59305794709,1,0.967333333333333,0.677,0,0,0,0,0.663593381714431,0.548258522840508,22,1.85515367215031,706,252.018867924528,-3.71727333368924,-4.63839611569487,-4.02640830810607,-2.78324244354456,-3.4162584504931,"gam","American Kestrel"
1993,2003,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.54419797511926,-4.44702795803775,-4.29395279401662,-3.85563690551217,-3.2389797170207,-2.77862340530908,-2.61783801830869,-30.29184869658,-36.5484847403756,-35.5246369409503,-32.5101802616031,-28.0543748340377,-24.5572238422049,-23.3002195301125,1,0.936,0.54,0,0,0,0,0.663593381714431,0.548258522840508,22,1.82918993972906,706,252.018867924528,-3.54419797511926,-4.44702795803775,-3.85563690551217,-2.61783801830869,-3.2389797170207,"gam","American Kestrel"
1994,2004,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.14957452907709,-3.99436965027428,-3.84382911756619,-3.44330278910599,-2.84209163756431,-2.4074937503094,-2.26540965167899,-27.3868412463321,-33.4777340194622,-32.4272480231597,-29.5592421125442,-25.0482864025926,-21.6273174992006,-20.4787918053505,1,0.754,0.208333333333333,0,0,0,0,0.663593381714431,0.548258522840508,22,1.72895999859529,706,252.018867924528,-3.14957452907709,-3.99436965027428,-3.44330278910599,-2.26540965167899,-2.84209163756431,"gam","American Kestrel"
1995,2005,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-2.72731917546175,-3.54329980255482,-3.41853948350289,-3.02499953265802,-2.4308694829779,-1.99476194229111,-1.83521506344061,-24.1581616327069,-30.2853572717312,-29.3783782068567,-26.4474212380578,-21.8148362503857,-18.2490366024849,-16.9083860598648,1,0.408666666666667,0.0313333333333333,0,0,0,0,0.663593381714431,0.548258522840508,22,1.70808473911421,706,252.018867924528,-2.72731917546175,-3.54329980255482,-3.02499953265802,-1.83521506344061,-2.4308694829779,"gam","American Kestrel"
1996,2006,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-2.55737852972696,-3.39703351444008,-3.28079623257303,-2.85912635488745,-2.24205009281453,-1.80864812576572,-1.6308403073775,-22.8226980965269,-29.220966262874,-28.3646931018212,-25.179595771371,-20.2885235188214,-16.6832360524611,-15.1621575205688,1,0.266666666666667,0.0123333333333333,0,0,0,0,0.663593381714431,0.548258522840508,22,1.76619320706258,706,252.018867924528,-2.55737852972696,-3.39703351444008,-2.85912635488745,-1.6308403073775,-2.24205009281453,"gam","American Kestrel"
1997,2007,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-2.75005568237024,-3.60179323992514,-3.47757009820785,-3.04801853736757,-2.43761496408807,-2.00156622375953,-1.83265395300301,-24.3352478773626,-30.7069702850178,-29.8088326674059,-26.6218268710315,-21.8688734184275,-18.3057761839973,-16.886705003172,1,0.418333333333333,0.045,0,0,0,0,0.663593381714431,0.548258522840508,22,1.76913928692213,706,252.018867924528,-2.75005568237024,-3.60179323992514,-3.04801853736757,-1.83265395300301,-2.43761496408807,"gam","American Kestrel"
1998,2008,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.18607341867899,-4.06327809650307,-3.9192486929189,-3.49360419580125,-2.8822654463862,-2.45911154604861,-2.28862299368777,-27.6600262975162,-33.9536611664941,-32.9553845488288,-29.9253455963963,-25.3576280906448,-22.0408543801201,-20.6674634220458,1,0.784333333333333,0.241,0,0,0,0,0.663593381714431,0.548258522840508,22,1.7746551028153,706,252.018867924528,-3.18607341867899,-4.06327809650307,-3.49360419580125,-2.28862299368777,-2.8822654463862,"gam","American Kestrel"
1999,2009,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.61401153996299,-4.50851313830676,-4.3723153040335,-3.92935820475675,-3.30669555081142,-2.88720555237667,-2.74602656387615,-30.7947478644234,-36.9555941283286,-36.0506095524429,-33.0258948045841,-28.5562858282534,-25.395587843174,-24.3038937561163,1,0.959666666666667,0.596,0,0,0,0,0.663593381714431,0.548258522840508,22,1.7624865744306,706,252.018867924528,-3.61401153996299,-4.50851313830676,-3.92935820475675,-2.74602656387615,-3.30669555081142,"gam","American Kestrel"
2000,2010,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.78791286335143,-4.71460022352053,-4.56807040318146,-4.11499093798594,-3.47075409825252,-3.02767448044002,-2.8892374936159,-32.0332725160929,-38.303062897274,-37.3476952347605,-34.3088089275351,-29.7592509235906,-26.4677073980264,-25.4111961635184,1,0.982333333333333,0.727666666666667,0,0,0,0,0.663593381714431,0.548258522840508,22,1.82536272990463,706,252.018867924528,-3.78791286335143,-4.71460022352053,-4.11499093798594,-2.8892374936159,-3.47075409825252,"gam","American Kestrel"
2001,2011,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.62666012837897,-4.57168398618995,-4.40419797879982,-3.94718606962658,-3.30714611266102,-2.85905689879586,-2.7422175447332,-30.8855112836516,-37.3714148179862,-36.2634997943395,-33.1500751665156,-28.5596150355902,-25.1790608003208,-24.27424163786,1,0.954666666666667,0.601666666666667,0,0,0,0,0.663593381714431,0.548258522840508,22,1.82946644145675,706,252.018867924528,-3.62666012837897,-4.57168398618995,-3.94718606962658,-2.7422175447332,-3.30714611266102,"gam","American Kestrel"
2002,2012,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-3.21631254664811,-4.18943996774855,-4.01420667562178,-3.54310325002476,-2.88525752471223,-2.42161125103065,-2.30477766198702,-27.8856577028062,-34.8170836780191,-33.615056953693,-30.2839367638917,-25.3806212920516,-21.7406156688977,-20.79852713677,1,0.779,0.274,0,0,0,0,0.663593381714431,0.548258522840508,22,1.88466230576153,706,252.018867924528,-3.21631254664811,-4.18943996774855,-3.54310325002476,-2.30477766198702,-2.88525752471223,"gam","American Kestrel"
2003,2013,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-2.71330589270364,-3.72054841077233,-3.56060872678563,-3.06357628466214,-2.37157609484318,-1.86435845683713,-1.74291368753259,-24.0488316219139,-31.5558900887439,-30.4103576585351,-26.7394909221864,-21.338398884865,-17.1547411265643,-16.1237866943422,1,0.406333333333333,0.0603333333333333,0,0,0,0,0.663593381714431,0.548258522840508,22,1.97763472323974,706,252.018867924528,-2.71330589270364,-3.72054841077233,-3.06357628466214,-1.74291368753259,-2.37157609484318,"gam","American Kestrel"
2004,2014,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-2.25669692352791,-3.31770829534876,-3.13173653085913,-2.62841881677806,-1.91023801751942,-1.35653037242196,-1.1827382719197,-20.407872211359,-28.637613386421,-27.2529905284921,-23.3835148936869,-17.5412385932338,-12.7664804868836,-11.2173401011321,1,0.146333333333333,0.009,0,0,0,0,0.663593381714431,0.548258522840508,22,2.13497002342906,706,252.018867924528,-2.25669692352791,-3.31770829534876,-2.62841881677806,-1.1827382719197,-1.91023801751942,"gam","American Kestrel"
2005,2015,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-1.87218277824645,-2.99443393727583,-2.81112495549684,-2.26290349041362,-1.49557294812556,-0.902559045951841,-0.717691765769217,-17.2207696677355,-26.2152614350979,-24.8090528730014,-20.4583982295681,-13.9883076401899,-8.66769963692819,-6.94951104836872,0.999333333333333,0.046,0.00233333333333333,0,0.000666666666666667,0,0,0.663593381714431,0.548258522840508,22,2.27674217150662,706,252.018867924528,-1.87218277824645,-2.99443393727583,-2.26290349041362,-0.717691765769217,-1.49557294812556,"gam","American Kestrel"
2006,2016,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-1.48221943318927,-2.67973500058041,-2.50719711845888,-1.89900239029185,-1.05430304296618,-0.383821272721709,-0.173579654069398,-13.8716367984998,-23.7863381657085,-22.4243248952382,-17.4467380422946,-10.0566373507808,-3.77259245718062,-1.72230049890089,0.987,0.015,0.00133333333333333,0,0.013,0,0,0.663593381714431,0.548258522840508,22,2.50615534651102,706,252.018867924528,-1.48221943318927,-2.67973500058041,-1.89900239029185,-0.173579654069398,-1.05430304296618,"gam","American Kestrel"
2007,2017,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-0.990993007527335,-2.35800430606743,-2.17161399592155,-1.46077804645628,-0.505873722400368,0.251348590305778,0.520899031913581,-9.47947837482547,-21.2289788550939,-19.7123243874714,-13.6840035455981,-4.94511827218248,2.54210664645995,5.33280306138921,0.907,0.00566666666666667,0,0,0.093,0,0,0.663593381714431,0.548258522840508,22,2.87890333798101,706,252.018867924528,-0.990993007527335,-2.35800430606743,-1.46077804645628,0.520899031913581,-0.505873722400368,"gam","American Kestrel"
2008,2018,"CA","Canada","national","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6","",-0.383949758827262,-2.0045753102547,-1.7276739260792,-0.926241121991772,0.185226982606235,1.04718901551101,1.35526431399776,-3.77383435184337,-18.3308577788728,-15.9936031052727,-8.88572885372072,1.86778539910424,10.9793986691953,14.4097686403929,0.675333333333333,0.001,0,0,0.324666666666667,0.000333333333333333,0,0.663593381714431,0.548258522840508,22,3.35983962425246,706,252.018867924528,-0.383949758827262,-2.0045753102547,-0.926241121991772,1.35526431399776,0.185226982606235,"gam","American Kestrel"
1966,1976,"Continental","Continental","continental","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6 ; US-AL-24 ; US-AL-28 ; US-AR-24 ; US-AZ-16 ; US-AZ-33 ; US-AZ-34 ; US-CA-15 ; US-CA-32 ; US-CA-33 ; US-CA-5 ; US-CA-9 ; US-CO-10 ; US-CO-16 ; US-CO-18 ; US-CT-30 ; US-DE-30 ; US-FL-27 ; US-FL-31 ; US-IA-11 ; US-IA-22 ; US-ID-10 ; US-ID-9 ; US-IL-22 ; US-IL-23 ; US-IL-24 ; US-IN-22 ; US-IN-23 ; US-IN-24 ; US-KS-18 ; US-KS-19 ; US-KS-22 ; US-KY-24 ; US-KY-28 ; US-MA-14 ; US-MA-30 ; US-MD-28 ; US-MD-29 ; US-MD-30 ; US-ME-14 ; US-MI-12 ; US-MI-23 ; US-MN-11 ; US-MN-12 ; US-MN-22 ; US-MN-23 ; US-MO-22 ; US-MO-24 ; US-MO-26 ; US-MS-27 ; US-MT-10 ; US-MT-11 ; US-MT-17 ; US-ND-11 ; US-ND-17 ; US-NE-11 ; US-NE-18 ; US-NE-19 ; US-NE-22 ; US-NH-14 ; US-NH-30 ; US-NJ-28 ; US-NJ-29 ; US-NJ-30 ; US-NM-16 ; US-NM-18 ; US-NM-35 ; US-NV-9 ; US-NY-13 ; US-NY-14 ; US-NY-28 ; US-NY-30 ; US-OH-13 ; US-OH-22 ; US-OH-23 ; US-OH-28 ; US-OK-18 ; US-OK-19 ; US-OK-21 ; US-OK-22 ; US-OR-10 ; US-OR-5 ; US-OR-9 ; US-PA-13 ; US-PA-28 ; US-PA-29 ; US-SC-27 ; US-SD-11 ; US-SD-17 ; US-TN-24 ; US-TN-27 ; US-TN-28 ; US-TX-18 ; US-TX-19 ; US-TX-35 ; US-UT-16 ; US-UT-9 ; US-VA-28 ; US-VA-29 ; US-VT-13 ; US-VT-14 ; US-WA-10 ; US-WA-5 ; US-WA-9 ; US-WI-12 ; US-WI-23 ; US-WV-28 ; US-WY-10 ; US-WY-16 ; US-WY-17 ; US-WY-18","",0.472146149784192,-3.01841741112016,-2.19302646469284,-0.417578273449387,1.24922850364277,2.26195129176651,2.67075735789939,4.82305073495015,-26.3974814683532,-19.8878816943761,-4.09818291198869,13.2184559818386,25.0664302996981,30.1570390184086,0.344666666666667,0.0296666666666667,0.0166666666666667,0.001,0.655333333333333,0.0146666666666667,0,0.884096416263596,0.803533665337131,132,5.68917476901955,3443,1633.49056603774,0.472146149784192,-3.01841741112016,-0.417578273449387,2.67075735789939,1.24922850364277,"gam","American Kestrel"
1967,1977,"Continental","Continental","continental","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6 ; US-AL-24 ; US-AL-28 ; US-AR-24 ; US-AZ-16 ; US-AZ-33 ; US-AZ-34 ; US-CA-15 ; US-CA-32 ; US-CA-33 ; US-CA-5 ; US-CA-9 ; US-CO-10 ; US-CO-16 ; US-CO-18 ; US-CT-30 ; US-DE-30 ; US-FL-27 ; US-FL-31 ; US-IA-11 ; US-IA-22 ; US-ID-10 ; US-ID-9 ; US-IL-22 ; US-IL-23 ; US-IL-24 ; US-IN-22 ; US-IN-23 ; US-IN-24 ; US-KS-18 ; US-KS-19 ; US-KS-22 ; US-KY-24 ; US-KY-28 ; US-MA-14 ; US-MA-30 ; US-MD-28 ; US-MD-29 ; US-MD-30 ; US-ME-14 ; US-MI-12 ; US-MI-23 ; US-MN-11 ; US-MN-12 ; US-MN-22 ; US-MN-23 ; US-MO-22 ; US-MO-24 ; US-MO-26 ; US-MS-27 ; US-MT-10 ; US-MT-11 ; US-MT-17 ; US-ND-11 ; US-ND-17 ; US-NE-11 ; US-NE-18 ; US-NE-19 ; US-NE-22 ; US-NH-14 ; US-NH-30 ; US-NJ-28 ; US-NJ-29 ; US-NJ-30 ; US-NM-16 ; US-NM-18 ; US-NM-35 ; US-NV-9 ; US-NY-13 ; US-NY-14 ; US-NY-28 ; US-NY-30 ; US-OH-13 ; US-OH-22 ; US-OH-23 ; US-OH-28 ; US-OK-18 ; US-OK-19 ; US-OK-21 ; US-OK-22 ; US-OR-10 ; US-OR-5 ; US-OR-9 ; US-PA-13 ; US-PA-28 ; US-PA-29 ; US-SC-27 ; US-SD-11 ; US-SD-17 ; US-TN-24 ; US-TN-27 ; US-TN-28 ; US-TX-18 ; US-TX-19 ; US-TX-35 ; US-UT-16 ; US-UT-9 ; US-VA-28 ; US-VA-29 ; US-VT-13 ; US-VT-14 ; US-WA-10 ; US-WA-5 ; US-WA-9 ; US-WI-12 ; US-WI-23 ; US-WV-28 ; US-WY-10 ; US-WY-16 ; US-WY-17 ; US-WY-18","",1.28984622124442,-1.47630620733428,-0.88363997611481,0.575895614983229,1.91020206633226,2.7242719929112,2.97502182348014,13.6734701037521,-13.8199268090677,-8.49318372147751,5.91051811750449,20.8305151465919,30.8370432341573,34.0660855283951,0.131,0.00733333333333333,0.00333333333333333,0.000333333333333333,0.869,0.034,0,0.884096416263596,0.803533665337131,132,4.45132803081442,3443,1633.49056603774,1.28984622124442,-1.47630620733428,0.575895614983229,2.97502182348014,1.91020206633226,"gam","American Kestrel"
1968,1978,"Continental","Continental","continental","CA-AB-10 ; CA-AB-11 ; CA-AB-6 ; CA-BC-10 ; CA-BC-5 ; CA-BC-6 ; CA-BC-9 ; CA-MB-11 ; CA-MB-12 ; CA-MB-6 ; CA-MB-8 ; CA-NB-14 ; CA-NS-14 ; CA-NT-6 ; CA-ON-12 ; CA-ON-13 ; CA-ON-8 ; CA-QC-12 ; CA-QC-13 ; CA-QC-14 ; CA-SK-11 ; CA-SK-6 ; US-AL-24 ; US-AL-28 ; US-AR-24 ; US-AZ-16 ; US-AZ-33 ; US-AZ-34 ; US-CA-15 ; US-CA-32 ; US-CA-33 ; US-CA-5 ; US-CA-9 ; US-CO-10 ; US-CO-16 ; US-CO-18 ; US-CT-30 ; US-DE-30 ; US-FL-27 ; US-FL-31 ; US-IA-11 ; US-IA-22 ; US-ID-10 ; US-ID-9 ; US-IL-22 ; US-IL-23 ; US-IL-24 ; US-IN-22 ; US-IN-23 ; US-IN-24 ; US-KS-18 ; US-KS-19 ; US-KS-22 ; US-KY-24 ; US-KY-28 ; US-MA-14 ; US-MA-30 ; US-MD-28 ; US-MD-29 ; US-MD-30 ; US-ME-14 ; US-MI-12 ; US-MI-23 ; US-MN-11 ; US-MN-12 ; US-MN-22 ; US-MN-23 ; US-MO-22 ; US-MO-24 ; US-MO-26 ; US-MS-27 ; US-MT-10 ; US-MT-11 ; US-MT-17 ; US-ND-11 ; US-ND-17 ; US-NE-11 ; US-NE-18 ; US-NE-19 ; US-NE-22 ; US-NH-14 ; US-NH-30 ; US-NJ-28 ; US-NJ-29 ; US-NJ-30 ; US-NM-16 ; US-NM-18 ; US-NM-35 ; US-NV-9 ; US-NY-13 ; US-NY-14 ; US-NY-28 ; US-NY-30 ; US-OH-13 ; US-OH-22 ; US-OH-23 ; US-OH-28 ; US-OK-18 ; US-OK-19 ; US-OK-21 ; US-OK-22 ; US-OR-10 ; US-OR-5 ; US-OR-9 ; US-PA-13 ; US-PA-28 ; US-PA-29 ; US-SC-27 ; US-SD-11 ; US-SD-17 ; US-TN-24 ; US-TN-27 ; US-TN-28 ; US-TX-18 ; US-TX-19 ; US-TX-35 ; US-UT-16 ; US-UT-9 ; US-VA-28 ; US-VA-29 ; US-VT-13 ; US-VT-14 ; US-WA-10 ; US-WA-5 ; US-WA-9 ; US-WI-12 ; US-WI-23 ; US-WV-28 ; US-WY-10 ; US-WY-16 ; US-WY-17 ; US-WY-18","",1.86728505752286,-0.345166780700593,0.11910733216554,1.25653753335893,2.3879222651493,3.0494627399133,3.27759775401883,20.322629984341,-3.39854522843157,1.19747831099284,13.3002132417541,26.6156242442489,35.0384122961373,38.0579044259543,0.043,0.001,0.000333333333333333,0,0.957,0.0793333333333333,0,0.884096416263596,0.803533665337131,132,3.62276453471942,3443,1633.49056603774,1.86728505752286,-0.345166780700593,1.25653753335893,3.27759775401883,2.3879222651493,"gam","American Kestrel"
